user,item,label
822,45970,4.0
2394,45970,5.0
2396,45970,5.0
2397,45970,5.0
2398,45970,4.0
800,45970,4.0
2436,38911,4.0
2438,38911,5.0
2439,38911,4.0
2442,38911,4.0
2448,38911,4.0
2455,38911,4.0
2467,38911,4.0
2468,38911,4.0
2473,38911,4.0
2478,38911,5.0
2487,38911,4.0
2491,38911,4.0
2495,38911,5.0
2504,38911,4.0
2512,38911,5.0
2517,38911,5.0
2523,38911,4.0
2529,38911,4.0
2530,38911,4.0
2532,38911,5.0
2533,38911,5.0
2534,38911,5.0
2540,38911,5.0
2542,38911,5.0
2543,38911,4.0
2549,38911,4.0
2551,38911,4.0
2555,38911,5.0
2558,38911,4.0
2560,38911,5.0
2567,38911,5.0
2572,38911,4.0
2574,38911,5.0
2575,38911,4.0
2579,38911,5.0
2588,117187,4.0
2589,117187,5.0
23,117187,5.0
2605,117187,5.0
23,23943,5.0
114,23943,5.0
23,174076,5.0
2698,174076,5.0
2701,174076,5.0
2706,174076,5.0
23,154081,5.0
2721,154081,5.0
2725,154081,4.0
2630,154081,5.0
1334,154081,5.0
2745,3776,5.0
23,3776,5.0
2746,3776,5.0
2749,3776,5.0
2776,75151,5.0
2777,75151,5.0
2778,75151,5.0
2779,75151,5.0
2780,75151,5.0
2782,75151,5.0
2783,75151,5.0
2784,75151,4.0
2786,75151,4.0
2428,75151,5.0
23,75151,5.0
2794,75151,5.0
848,75151,5.0
2795,75151,5.0
3044,21149,4.0
3045,21149,5.0
3048,21149,5.0
3049,21149,5.0
3050,21149,4.0
3054,21149,5.0
23,21149,4.0
3057,21149,5.0
3058,21149,5.0
3059,21149,5.0
3068,21149,4.0
1312,21149,5.0
3071,21149,5.0
3073,21149,4.0
23,36708,5.0
2371,36708,4.0
3106,36708,4.0
688,73766,5.0
3110,73766,5.0
23,73766,5.0
3120,73766,5.0
3140,73766,5.0
3141,73766,5.0
3142,73766,5.0
3145,73766,5.0
3151,73766,5.0
3153,73766,5.0
3154,73766,5.0
3157,73766,5.0
3160,73766,4.0
3175,73766,5.0
3181,73766,5.0
3185,73766,5.0
3195,73766,4.0
3196,73766,5.0
3198,73766,5.0
3200,73766,5.0
3203,73766,4.0
3206,73766,5.0
1544,73766,4.0
3219,73766,5.0
3230,73766,4.0
3237,73766,4.0
3255,190621,5.0
3270,190621,4.0
3286,190621,4.0
1511,190621,5.0
114,161729,5.0
3305,161729,4.0
3307,161729,5.0
23,161729,5.0
3312,161729,4.0
3347,14206,5.0
3349,14206,4.0
23,14206,5.0
3350,14206,4.0
1312,14206,4.0
1511,14206,5.0
3357,14206,4.0
3358,14206,5.0
2396,14206,4.0
3360,14206,5.0
3305,76409,5.0
23,76409,5.0
309,27805,5.0
3381,27805,4.0
23,27805,5.0
1686,27805,5.0
1774,27805,5.0
23,161919,5.0
3710,161919,5.0
114,161919,5.0
3719,161919,4.0
3752,122128,5.0
23,122128,5.0
23,154069,5.0
114,154069,5.0
3834,154069,5.0
23,101250,5.0
3013,101250,4.0
3902,101250,5.0
23,119109,5.0
3911,119109,5.0
3914,119109,5.0
1379,94389,5.0
3958,94389,5.0
3010,94389,5.0
23,94389,4.0
3960,94389,5.0
1380,94389,5.0
3982,110218,4.0
3983,110218,5.0
3986,110218,5.0
3988,110218,4.0
4005,110218,5.0
4006,110218,4.0
4008,110218,4.0
4009,110218,5.0
4018,110218,5.0
4022,110218,5.0
4023,110218,4.0
4024,110218,4.0
4025,110218,4.0
4028,110218,5.0
4033,110218,5.0
23,109922,5.0
4042,109922,4.0
4043,109922,5.0
4044,109922,4.0
4046,109922,5.0
4249,26601,4.0
4250,26601,4.0
3685,38574,5.0
4262,38574,5.0
4263,38574,5.0
23,38574,5.0
4267,38574,4.0
4280,38574,5.0
4290,38574,4.0
4293,38574,4.0
4295,38574,4.0
4297,170680,5.0
4301,170680,4.0
23,170680,4.0
4309,170680,5.0
4312,170680,4.0
4314,170680,4.0
4317,170680,4.0
4025,170680,4.0
4324,170680,5.0
4325,170680,5.0
4326,170680,5.0
4332,170680,4.0
4334,170680,5.0
4335,170680,4.0
4342,170680,5.0
4344,110477,5.0
4346,110477,5.0
23,110477,5.0
4354,110477,4.0
4356,110477,5.0
4357,110477,4.0
4360,110477,5.0
4362,110477,4.0
4367,110477,5.0
4372,110477,5.0
3685,4324,4.0
4376,4324,4.0
4377,4324,4.0
4379,4324,4.0
4381,4324,4.0
4382,4324,5.0
4383,4324,4.0
3540,4324,5.0
114,4324,5.0
4393,4324,4.0
4399,4324,5.0
4400,4324,4.0
4403,4324,4.0
4407,4324,4.0
4411,4324,5.0
1374,4324,4.0
4426,4324,5.0
3496,4324,4.0
4428,4324,4.0
4360,4324,5.0
1573,145899,4.0
4439,145899,5.0
387,145899,5.0
4441,145899,5.0
4553,144974,5.0
1037,144974,5.0
4554,144974,5.0
2672,144974,4.0
4562,54630,5.0
23,54630,5.0
4569,54630,5.0
4572,54630,5.0
3931,54630,5.0
4574,54630,5.0
1846,54630,5.0
23,66115,5.0
4630,66115,5.0
4631,72192,4.0
23,72192,4.0
4643,72192,4.0
4645,72192,5.0
3640,109696,5.0
4725,109696,5.0
23,172911,5.0
4755,172911,5.0
4760,172911,5.0
4765,172911,5.0
4772,172911,5.0
4774,172911,5.0
4786,172911,5.0
4789,172911,5.0
4791,172911,4.0
4796,172911,5.0
4249,172911,5.0
4800,172911,5.0
4801,172911,5.0
1314,172911,5.0
4806,172911,5.0
4818,172911,4.0
4824,172911,5.0
4828,172911,4.0
4829,172911,5.0
4830,172911,5.0
4835,172911,5.0
4836,172911,4.0
4839,172911,5.0
4844,172911,5.0
4845,172911,4.0
4861,172911,4.0
4862,172911,4.0
4865,172911,5.0
4876,172911,5.0
4888,172911,5.0
4898,172911,5.0
4899,172911,5.0
597,172911,4.0
1379,172911,5.0
4921,172911,5.0
4923,172911,5.0
4925,172911,5.0
4934,180190,4.0
23,180190,5.0
4937,180190,5.0
4948,180190,4.0
3049,180190,5.0
4953,180190,4.0
4972,81557,4.0
4976,81557,5.0
1094,146222,5.0
4980,146222,5.0
1417,146222,5.0
4986,146222,5.0
23,5141,5.0
1234,5141,5.0
23,132308,4.0
186,132308,4.0
5018,132308,5.0
5019,132308,4.0
5020,132308,5.0
5021,132308,4.0
5050,175739,5.0
23,175739,4.0
5051,175739,5.0
5055,175739,4.0
5057,175739,5.0
5062,175739,4.0
5063,175739,4.0
23,39412,4.0
5074,39412,4.0
310,39412,5.0
5076,39412,5.0
309,39412,4.0
5078,39412,5.0
5080,39412,4.0
23,165489,4.0
5091,165489,5.0
23,10541,4.0
327,10541,4.0
2746,10541,4.0
5106,10541,5.0
5107,10541,4.0
5108,10541,5.0
5110,10541,4.0
5113,10541,4.0
3976,10541,4.0
5115,10541,5.0
5125,10541,5.0
5129,10541,5.0
5130,10541,5.0
23,89450,4.0
5136,89450,5.0
1544,89450,4.0
5150,119386,5.0
5151,119386,4.0
5153,119386,5.0
5154,119386,5.0
3685,119386,5.0
5161,119386,4.0
5162,119386,5.0
5165,119386,4.0
114,119386,5.0
114,36797,5.0
23,36797,4.0
5183,36797,5.0
1027,36797,4.0
5184,36797,5.0
23,140755,4.0
5188,140755,4.0
5192,140755,4.0
5194,140755,5.0
1815,140755,5.0
4411,165783,5.0
5198,165783,4.0
387,165783,5.0
5199,165783,5.0
5200,165783,4.0
5150,165783,4.0
5202,165783,5.0
5203,165783,4.0
2534,165783,5.0
5206,165783,5.0
327,165783,5.0
2084,165783,5.0
23,165783,5.0
5215,165783,5.0
5217,165783,4.0
5218,165783,5.0
5223,165783,5.0
5227,165783,5.0
3719,165783,5.0
5237,165783,4.0
3421,165783,5.0
5246,165783,4.0
5248,165783,4.0
810,165783,5.0
5252,165783,4.0
5253,165783,5.0
5255,165783,4.0
5256,165783,5.0
5257,165783,5.0
5259,165783,5.0
2182,165783,5.0
5261,165783,5.0
5264,165783,4.0
5265,165783,5.0
5267,165783,4.0
5269,165783,5.0
5275,165783,4.0
2270,165783,5.0
5287,165783,5.0
5290,165783,5.0
5300,165783,4.0
5301,165783,5.0
5302,165783,4.0
5342,25928,5.0
5344,25928,4.0
3073,25928,4.0
1091,25928,5.0
1122,25928,5.0
4986,25928,5.0
5347,25928,4.0
5348,25928,4.0
2373,25928,4.0
5349,25928,4.0
5350,25928,4.0
4082,25928,5.0
5353,25928,4.0
4151,25928,4.0
5354,25928,4.0
2640,25928,4.0
2701,25928,5.0
5357,25928,5.0
759,25928,5.0
5365,25928,5.0
5366,25928,5.0
5367,25928,5.0
3013,25928,4.0
5369,25928,4.0
1380,25928,5.0
5371,25928,4.0
5018,25928,5.0
5399,100042,4.0
4845,100042,4.0
5413,100042,4.0
5415,100042,5.0
5417,100042,5.0
5418,100042,4.0
5420,100042,4.0
5421,100042,5.0
1374,100042,4.0
3496,100042,5.0
5425,100042,5.0
1312,100042,5.0
5481,99400,5.0
5504,99400,4.0
5506,99400,5.0
5512,99400,5.0
5513,99400,5.0
5518,99400,5.0
4899,80522,5.0
5574,80522,5.0
5578,80522,4.0
5661,158389,4.0
5664,158389,4.0
5667,158389,5.0
3045,158389,5.0
5695,158389,5.0
5705,158389,5.0
386,158389,5.0
5722,158389,5.0
846,91975,4.0
835,91975,5.0
5761,91975,5.0
1143,91975,5.0
5764,91975,5.0
5766,91975,5.0
1036,80111,5.0
5781,80111,4.0
5782,80111,5.0
5783,80111,5.0
5789,80111,5.0
5794,80111,5.0
5796,80111,5.0
5802,80111,5.0
5805,80111,5.0
5808,80111,5.0
4818,80111,4.0
23,80111,5.0
5825,80111,5.0
5848,80111,5.0
5850,80111,5.0
5851,80111,5.0
5861,80111,5.0
5862,80111,5.0
5868,80111,5.0
5870,80111,5.0
5878,80111,4.0
5062,80111,4.0
5893,80111,4.0
5899,80111,5.0
3497,80111,4.0
5900,80111,4.0
5919,80111,5.0
5927,80111,4.0
5967,80111,4.0
5972,80111,5.0
341,80111,5.0
5974,80111,5.0
5976,80111,5.0
5985,80111,5.0
5992,80111,5.0
5995,80111,5.0
6011,80111,5.0
6034,80111,5.0
961,80111,5.0
164,80111,5.0
6047,80111,5.0
6057,80111,4.0
6059,80111,5.0
6061,80111,5.0
6064,80111,5.0
6067,80111,5.0
6070,80111,5.0
6072,80111,4.0
1684,80111,5.0
6082,80111,5.0
6089,80111,5.0
6093,80111,4.0
6094,80111,4.0
6102,80111,5.0
6118,80111,5.0
6128,80111,5.0
6132,80111,5.0
2551,80111,5.0
3592,80111,5.0
6142,80111,5.0
6146,80111,5.0
6155,80111,5.0
3861,80111,5.0
6165,80111,5.0
6167,80111,5.0
6175,80111,5.0
6189,2208,5.0
6193,2208,5.0
23,2208,5.0
6262,140764,5.0
1815,140764,5.0
6265,140764,4.0
6267,140764,5.0
6268,140764,5.0
5194,140764,5.0
6269,140764,5.0
6276,30075,4.0
6277,30075,5.0
6279,30075,4.0
6282,58070,5.0
6283,58070,5.0
23,3241,5.0
6294,3241,5.0
6295,3241,5.0
1094,3241,5.0
6297,3241,4.0
6302,107956,4.0
6303,107956,5.0
6307,107956,5.0
309,107956,5.0
1576,107956,5.0
6308,107956,5.0
6309,107956,5.0
6310,107956,4.0
6311,107956,4.0
23,107956,5.0
6317,107956,5.0
6318,107956,5.0
6321,107956,5.0
6322,107956,4.0
6323,107956,4.0
729,107956,4.0
6324,107956,5.0
6325,107956,4.0
6326,107956,4.0
6328,107956,5.0
6329,107956,5.0
6331,107956,4.0
6332,107956,4.0
3110,107956,5.0
6337,107956,4.0
6249,107956,4.0
23,79825,5.0
114,79825,5.0
6357,60088,5.0
6359,60088,5.0
23,60088,5.0
2640,60088,5.0
506,60088,5.0
6366,60088,5.0
6371,60088,5.0
4249,60088,5.0
6374,60088,5.0
6379,60088,5.0
6386,60088,5.0
6390,60088,5.0
1036,60088,5.0
6391,60088,4.0
6402,60088,5.0
6403,60088,5.0
6405,60088,5.0
5764,60088,5.0
2397,60088,5.0
6412,60088,5.0
6417,60088,5.0
963,60088,5.0
6420,60088,4.0
4161,60088,5.0
6436,60088,4.0
6443,60088,4.0
6448,60088,5.0
6458,60088,5.0
6459,60088,5.0
6482,60088,5.0
3481,60088,4.0
6485,60088,5.0
2650,60088,4.0
6490,60088,5.0
6499,60088,5.0
6501,60088,5.0
59,60088,4.0
6504,60088,5.0
6508,60088,5.0
6511,60088,5.0
6519,60088,5.0
6524,60088,5.0
6528,60088,5.0
6536,60088,5.0
6543,60088,5.0
6545,60088,5.0
6546,60088,5.0
2376,60088,5.0
6554,60088,4.0
4186,60088,5.0
2275,60088,5.0
6567,60088,4.0
6576,60088,5.0
2185,60088,5.0
6584,60088,5.0
678,60088,5.0
6587,60088,5.0
6596,60088,4.0
6615,60088,5.0
3919,60088,5.0
6617,60088,4.0
6619,60088,5.0
4162,60088,5.0
6622,60088,4.0
6625,60088,5.0
6627,60088,5.0
6638,60088,4.0
6646,60088,5.0
4182,60088,5.0
6653,60088,5.0
6655,60088,4.0
6660,60088,5.0
6661,60088,5.0
6669,60088,5.0
6687,60088,5.0
6691,60088,5.0
5605,60088,4.0
936,60088,5.0
4921,60088,5.0
6697,60088,5.0
6701,60088,5.0
6703,60088,5.0
6704,60088,5.0
6705,60088,5.0
6710,60088,5.0
6711,60088,5.0
6712,60088,5.0
6722,60088,5.0
2629,60088,4.0
6738,60088,5.0
6743,60088,4.0
6746,60088,5.0
4948,60088,5.0
964,60088,5.0
6751,60088,5.0
6752,60088,4.0
6753,60088,5.0
6755,60088,5.0
6766,60088,4.0
6767,60088,5.0
3515,60088,5.0
6788,60088,5.0
6800,60088,5.0
6801,60088,5.0
6803,60088,5.0
6807,60088,5.0
6813,60088,4.0
6310,60088,5.0
6815,60088,5.0
3601,60088,4.0
6817,60088,5.0
6818,60088,5.0
6823,60088,5.0
4517,60088,5.0
6828,60088,5.0
672,60088,5.0
5259,60088,5.0
6851,60088,4.0
6853,60088,5.0
6856,60088,5.0
6857,60088,5.0
1076,60088,5.0
3439,60088,5.0
6877,60088,5.0
6887,60088,4.0
6900,60088,5.0
6909,60088,5.0
6913,60088,5.0
4173,60088,5.0
6916,60088,5.0
6919,60088,5.0
6936,60088,4.0
6939,60088,5.0
6944,60088,5.0
6948,60088,5.0
6949,60088,5.0
1027,60088,5.0
6968,60088,4.0
6973,60088,5.0
6974,60088,5.0
6983,60088,5.0
6985,60088,4.0
5601,60088,5.0
1591,60088,4.0
6990,60088,5.0
2106,60088,4.0
6993,60088,5.0
934,60088,5.0
6994,60088,4.0
6996,60088,5.0
6997,60088,5.0
4023,60088,5.0
5005,60088,5.0
7002,60088,5.0
7003,60088,5.0
7007,60088,5.0
7011,60088,5.0
7014,60088,4.0
2308,60088,5.0
7022,60088,5.0
983,60088,5.0
7030,60088,5.0
7036,60088,5.0
7041,60088,5.0
811,60088,4.0
7046,60088,5.0
7049,60088,5.0
7051,60088,5.0
922,60088,5.0
7058,60088,5.0
7059,60088,5.0
584,60088,5.0
7062,60088,5.0
7063,60088,5.0
7069,60088,5.0
7070,60088,5.0
7071,60088,4.0
7073,60088,4.0
2194,60088,5.0
7074,60088,5.0
7077,60088,5.0
961,60088,5.0
5366,60088,5.0
7088,60088,5.0
5198,60088,5.0
7089,60088,5.0
7091,60088,5.0
7093,60088,5.0
7106,60088,5.0
507,60088,4.0
7121,60088,5.0
5246,60088,5.0
3645,60088,4.0
7134,60088,5.0
7136,60088,5.0
4367,60088,5.0
7139,60088,5.0
5783,60088,5.0
7155,60088,5.0
7161,60088,5.0
7164,60088,5.0
7166,60088,5.0
7170,60088,5.0
7175,60088,5.0
7183,60088,4.0
7184,60088,5.0
7189,60088,4.0
7195,60088,5.0
7197,60088,4.0
4441,60088,4.0
7199,60088,5.0
800,60088,5.0
7202,60088,4.0
7203,60088,5.0
7206,60088,4.0
3349,60088,5.0
2783,60088,5.0
1804,60088,5.0
4362,60088,5.0
7249,60088,5.0
7265,60088,5.0
7269,60088,5.0
1092,60088,5.0
7271,60088,5.0
7278,60088,5.0
5344,60088,5.0
7294,60088,5.0
7296,60088,5.0
3914,60088,5.0
4791,60088,5.0
537,60088,5.0
5861,60088,5.0
7306,60088,5.0
3031,60088,5.0
7307,60088,5.0
7308,60088,4.0
7310,60088,5.0
7314,60088,5.0
7318,60088,5.0
4789,60088,5.0
7320,60088,5.0
7330,60088,5.0
3120,60088,5.0
1074,60088,5.0
3430,60088,5.0
2373,60088,5.0
7351,60088,4.0
2957,60088,5.0
1094,60088,5.0
7359,60088,4.0
1091,60088,5.0
7367,60088,5.0
3175,60088,5.0
7373,60088,4.0
4372,60088,5.0
3496,60088,5.0
761,60088,5.0
852,60088,5.0
7393,60088,5.0
7395,60088,5.0
7397,60088,4.0
7399,60088,5.0
1009,60088,5.0
7407,60088,5.0
7417,60088,5.0
814,60088,5.0
7426,60088,5.0
1170,60088,5.0
5808,60088,4.0
807,60088,4.0
7436,60088,5.0
7450,60088,5.0
7454,60088,5.0
4997,60088,5.0
7466,60088,5.0
7470,60088,5.0
3639,60088,4.0
7473,60088,5.0
806,60088,5.0
7481,60088,5.0
1313,60088,5.0
7495,60088,5.0
7496,60088,5.0
5612,60088,5.0
7507,60088,5.0
7521,60088,5.0
3050,60088,5.0
2271,60088,5.0
1312,60088,5.0
3434,60088,5.0
7527,60088,5.0
7532,60088,5.0
629,60088,5.0
7536,60088,5.0
7543,60088,5.0
23,96834,5.0
7564,96834,5.0
7565,96834,5.0
23,10585,5.0
7573,10585,4.0
6584,10585,4.0
1334,10585,4.0
3540,10585,5.0
7588,10585,4.0
4023,10585,4.0
7594,10585,5.0
7604,178752,4.0
7607,178752,5.0
6321,178752,4.0
23,27421,5.0
2387,27421,4.0
7618,27421,4.0
387,27421,4.0
7619,27421,5.0
7623,27421,5.0
1910,27421,5.0
7624,27421,4.0
7625,27421,4.0
7628,27421,5.0
2386,27421,4.0
7635,27421,5.0
8476,111809,5.0
3010,111809,5.0
8477,111809,5.0
8478,111809,5.0
1380,111809,5.0
8480,111809,5.0
5020,111809,5.0
8481,111809,5.0
23,111809,5.0
8588,56745,4.0
23,56745,4.0
8589,56745,5.0
8591,56745,4.0
8592,56745,5.0
8593,56745,4.0
8596,56745,5.0
8597,56745,5.0
8600,56745,5.0
7059,56745,4.0
2378,56745,4.0
2379,56745,5.0
8602,56745,5.0
8603,42860,5.0
8610,42860,5.0
23,42860,4.0
8640,42860,5.0
8642,42860,5.0
8643,42860,4.0
23,109152,5.0
310,109152,5.0
8674,4543,5.0
8676,4543,4.0
8680,4543,5.0
23,4543,5.0
8600,153546,5.0
23,153546,5.0
8690,153546,5.0
8693,153546,5.0
8695,153546,5.0
8698,153546,5.0
23,104358,4.0
8419,104358,4.0
8714,17859,4.0
2428,17859,5.0
23,92113,5.0
1075,92113,5.0
4249,92113,5.0
473,115309,4.0
23,115309,5.0
8949,96435,4.0
23,96435,5.0
3421,22280,5.0
5259,22280,5.0
5110,22280,5.0
9443,22280,5.0
5425,22280,5.0
9449,22280,5.0
23,22280,4.0
4411,22280,5.0
327,22280,5.0
5252,22280,5.0
9455,22280,5.0
9456,22280,5.0
5264,22280,4.0
9463,22280,4.0
5302,22280,4.0
9465,22280,5.0
9476,22280,5.0
2084,22280,5.0
4643,22280,5.0
2182,22280,5.0
5265,22280,5.0
5227,22280,5.0
5150,22280,5.0
9478,22280,5.0
5198,22280,4.0
810,22280,5.0
5290,22280,5.0
23,26825,5.0
5413,26825,4.0
23,94831,5.0
9584,94831,5.0
23,163880,5.0
8680,163880,5.0
9616,120063,5.0
23,120063,5.0
6936,120063,4.0
2367,120063,5.0
9619,120063,5.0
2534,120063,5.0
8232,120063,4.0
9625,120063,5.0
8178,101502,5.0
23,101502,5.0
2805,101502,5.0
2780,101502,5.0
8481,101502,5.0
3145,101502,5.0
1843,168398,5.0
23,168398,5.0
9646,168398,5.0
9677,148404,5.0
9681,148404,5.0
23,148404,4.0
789,148404,5.0
4104,148404,5.0
5366,148404,5.0
9687,148404,5.0
9691,148404,4.0
1052,148404,5.0
9698,148404,4.0
233,148404,5.0
9702,148404,5.0
9705,148404,5.0
9708,148404,4.0
9785,54428,5.0
6167,54428,4.0
23,74344,5.0
9795,74344,5.0
9820,66210,5.0
9829,66210,5.0
9836,16056,5.0
1314,16056,5.0
9868,98502,5.0
23,98502,5.0
8469,98502,5.0
9871,98502,5.0
9873,98502,5.0
9878,98502,5.0
9880,98502,5.0
9884,98502,5.0
23,9754,5.0
1508,9754,4.0
4023,9754,4.0
7046,9754,5.0
9895,9754,5.0
23,178421,5.0
9918,178421,5.0
4986,12550,4.0
23,12550,5.0
2640,12550,4.0
9981,12550,4.0
2634,12550,5.0
942,12550,5.0
3430,12550,5.0
5972,12550,5.0
5348,12550,4.0
237,12550,5.0
7921,12550,4.0
8211,12550,4.0
9991,12550,5.0
3570,12550,5.0
9992,12550,5.0
9994,12550,5.0
9995,12550,4.0
3976,12550,5.0
789,12550,5.0
5995,12550,5.0
822,12550,4.0
1815,12550,5.0
387,12550,4.0
3496,12550,5.0
10013,12550,5.0
10014,12550,4.0
10017,12550,5.0
6262,12550,4.0
5198,12550,4.0
10022,12550,4.0
10023,12550,5.0
10024,12550,4.0
5357,12550,5.0
10029,12550,5.0
10037,12550,5.0
7166,12550,4.0
1315,12550,5.0
10044,12550,4.0
7269,12550,5.0
922,12550,4.0
6766,12550,5.0
6403,12550,5.0
114,12550,5.0
10054,12550,5.0
3583,12550,5.0
10059,12550,4.0
10061,12550,4.0
10063,12550,4.0
10064,12550,4.0
10070,12550,5.0
10072,12550,5.0
1380,12550,5.0
3206,12550,5.0
4186,12550,5.0
7306,12550,5.0
10081,12550,4.0
6738,12550,4.0
10083,12550,5.0
1576,12550,5.0
2891,12550,5.0
5808,12550,4.0
10086,12550,5.0
10087,12550,5.0
10088,12550,4.0
807,12550,4.0
6948,12550,4.0
3044,12550,5.0
10091,12550,5.0
10093,12550,5.0
10094,12550,5.0
10095,12550,4.0
7454,12550,4.0
10103,72163,4.0
23,72163,5.0
10105,72163,4.0
10106,72163,5.0
2672,72163,5.0
10156,73166,5.0
23,73166,5.0
23,30376,5.0
1508,30376,4.0
2551,154499,4.0
10185,154499,4.0
23,154499,4.0
164,154499,4.0
10206,154499,4.0
1833,154499,4.0
10215,154499,4.0
353,154499,4.0
309,154499,5.0
10253,42678,5.0
23,42678,5.0
10255,42678,5.0
10263,42678,5.0
23,30935,4.0
10268,30935,5.0
4301,30935,4.0
4314,30935,4.0
10274,30935,4.0
4326,30935,5.0
4309,30935,4.0
4312,30935,5.0
3350,141750,5.0
10384,141750,5.0
10390,81599,4.0
10393,81599,5.0
10396,81599,4.0
4025,81599,5.0
2439,81599,5.0
10402,81599,5.0
1780,81599,5.0
10403,81599,4.0
10404,81599,4.0
1263,81599,4.0
10407,81599,4.0
6248,81599,5.0
10419,81599,5.0
10422,81599,4.0
5150,81599,5.0
8472,81599,5.0
10425,81599,5.0
10429,81599,5.0
23,44566,5.0
10438,44566,4.0
10449,44566,5.0
10451,44566,4.0
10453,44566,4.0
10457,68471,4.0
10464,68471,5.0
3799,68471,5.0
6357,68471,5.0
23,68471,4.0
10624,48191,4.0
23,48191,5.0
10627,48191,4.0
10629,121996,5.0
23,121996,5.0
10632,121996,5.0
23,86643,5.0
10655,86643,4.0
5620,86643,5.0
10661,86643,4.0
10662,86643,4.0
10671,86643,5.0
10037,86643,5.0
10673,86643,5.0
4104,86643,4.0
2371,86643,4.0
10683,86643,4.0
10689,86643,4.0
10692,86643,5.0
10694,86643,4.0
10699,86643,5.0
1815,86643,4.0
10704,86643,4.0
3945,86643,4.0
10708,86643,4.0
10709,86643,5.0
8232,86643,4.0
